scheme,fold,source,n_test,balanced_accuracy,raw_accuracy,majority,chance,ece
cross_lab_ibl_to_allen,798911424_probeD,position,5500,0.3333333333333333,0.09090909090909091,0.4727272727272727,0.3333333333333333,0.791993786858398
cross_lab_ibl_to_allen,798911424_probeD,bandpower_full,5500,0.2339358974358974,0.26690909090909093,0.4727272727272727,0.3333333333333333,0.43314318143655556
cross_lab_ibl_to_allen,798911424_probeD,w2v2_frozen,5500,0.34988461538461535,0.4007272727272727,0.4727272727272727,0.3333333333333333,0.5639018996393867
cross_lab_ibl_to_allen,798911424_probeD,position+bandpower_full,5500,0.3333333333333333,0.09090909090909091,0.4727272727272727,0.3333333333333333,0.8075426167316946
cross_lab_ibl_to_allen,798911424_probeD,position+w2v2_frozen,5500,0.3551388888888889,0.11945454545454545,0.4727272727272727,0.3333333333333333,0.8440757275960299
cross_lab_ibl_to_allen,798911424_probeE,position,6200,0.34782608695652173,0.3225806451612903,0.3709677419354839,0.3333333333333333,0.5144334671924632
cross_lab_ibl_to_allen,798911424_probeE,bandpower_full,6200,0.39391876430205947,0.4017741935483871,0.3709677419354839,0.3333333333333333,0.24438162551136963
cross_lab_ibl_to_allen,798911424_probeE,w2v2_frozen,6200,0.33792219679633867,0.36629032258064514,0.3709677419354839,0.3333333333333333,0.5830435743551252
cross_lab_ibl_to_allen,798911424_probeE,position+bandpower_full,6200,0.4223035850495805,0.4070967741935484,0.3709677419354839,0.3333333333333333,0.42220667734848394
cross_lab_ibl_to_allen,798911424_probeE,position+w2v2_frozen,6200,0.5783642257818459,0.5788709677419355,0.3709677419354839,0.3333333333333333,0.3532519207455329
cross_lab_ibl_to_allen,798911424_probeF,position,5700,0.4739583333333333,0.43859649122807015,0.42105263157894735,0.25,0.40612659930782297
cross_lab_ibl_to_allen,798911424_probeF,bandpower_full,5700,0.36678819444444444,0.4475438596491228,0.42105263157894735,0.25,0.18332830160755992
cross_lab_ibl_to_allen,798911424_probeF,w2v2_frozen,5700,0.2811111111111111,0.4129824561403509,0.42105263157894735,0.25,0.5396639936616742
cross_lab_ibl_to_allen,798911424_probeF,position+bandpower_full,5700,0.5269270833333334,0.4998245614035088,0.42105263157894735,0.25,0.35575698474105455
cross_lab_ibl_to_allen,798911424_probeF,position+w2v2_frozen,5700,0.6056076388888889,0.6524561403508772,0.42105263157894735,0.25,0.2783369324919449
